overall_pearson,overall_r2,overall_pearson_p1,overall_r2_p1,resid_pearson,resid_r2,resid_pearson_p1,resid_r2_p1,median_spearman,median_spearman_resid,median_spearman_resid_p1,median_baseline_spearman,frac_rho_gt_03,frac_rho_gt_05,resid_pearson_p2,resid_r2_p2,median_spearman_resid_p2
0.8455564879218483,0.7118741402735014,0.824300111444618,0.6765073617670135,0.21328762060931006,-0.07365163614281256,0.09102836096426312,-0.2054398749514892,0.18116883116883117,0.2753246753246753,0.11433306027145329,-1.0,0.29357798165137616,0.05045871559633028,0.08891125659398721,-0.20213493903789082,0.09283776676669364
