overall_pearson,overall_r2,resid_pearson,resid_r2,median_spearman,median_spearman_resid,median_baseline_spearman,frac_rho_gt_03,frac_rho_gt_05
0.8358444119645239,0.673240309832894,0.09432117407784499,-0.2176139811325799,0.06616541353383458,0.26082251082251084,-1.0,0.0963302752293578,0.013761467889908258
