overall_pearson,overall_r2,resid_pearson,resid_r2,resid_pearson_p1,resid_r2_p1,median_spearman,median_spearman_resid,median_spearman_resid_p1,median_baseline_spearman,frac_rho_gt_03,frac_rho_gt_05
0.8440453307808278,0.709781297111387,0.20442688025303674,-0.07998582382090413,0.07742233695989655,-0.2224503512125029,0.17015265436318067,0.2861585782638414,0.10389610389610388,-1.0,0.2798165137614679,0.05504587155963303
